TICKET_IDENTIFIER|SUPPORT_CATEGORY|AGENT_NAME|DATE_OF_CALL|CALL_STATUS|CALL_TYPE|TYPE_OF_CUSTOMER|DURATION|WORK_TIME|TICKET_STATUS|RESOLVED_IN_FIRST_CONTACT|RESOLUTION_CATEGORY|RATING
531|NEW CUSTOMER ONBOARDING|YWILSON|11222022111002|TRANSFERRED|CHAT|BUDGET-CONSCIOUS CUSTOMER|319|102|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|BEST
532|HOME SERVICES|STHOMPSON|01132024111002|DROPPED|CALL|BUSINESS OWNER|520|174|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|NEUTRAL
444|ACCOUNT MANAGEMENT|STHOMPSON|12222021111002|DROPPED|CALL|NEW CUSTOMER|354|312|WORK IN PROGRESS|0|SELF-HELP OPTION|WORST
533|SECURITY & PRIVACY|EJONES|05272023111002|DROPPED|CALL|NEW CUSTOMER|202|441|PENDING CUSTOMER UPDATE|0|SUPPORT TEAM INTERVENTION|WORST
534|NEW CUSTOMER ONBOARDING|ZANDERSON|09042024111002|COMPLETED|CALL|NEW CUSTOMER|577|187|RESOLVED|1|SUPPORT TEAM INTERVENTION|BEST
535|BUSINESS SERVICES|ZANDERSON|04182022111002|TRANSFERRED|CALL|HEAVY DATA USER|460|457|PENDING CUSTOMER UPDATE|0|SUPPORT TEAM INTERVENTION|BEST
536|ACCOUNT MANAGEMENT|WLOPEZ|08092023111002|DROPPED|CALL|HEAVY DATA USER|188|343|TRANSFERRED TO ANOTHER QUEUE|1|SUPPORT TEAM INTERVENTION|NEUTRAL
537|HOME SERVICES|TGARCIA|10042023111002|COMPLETED|CHAT|TECH-SAVVY USER|478|11|RESOLVED|0|SELF-HELP OPTION|BEST
538|BUSINESS SERVICES|ZANDERSON|11152023111002|TRANSFERRED|CALL|TECH-SAVVY USER|277|31|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|BAD
289|PROMOTIONS & DISCOUNTS|XGONZALEZ|06122022111002|TRANSFERRED|CALL|FREQUENT TRAVELER|305|185|RESOLVED|1|SELF-HELP OPTION|BAD
539|LOYALTY & RETENTIONS|YWILSON|12232023111002|TRANSFERRED|CHAT|BUDGET-CONSCIOUS CUSTOMER|500|48|RESOLVED|0|SUPPORT TEAM INTERVENTION|BEST
540|MOBILE & WIRELESS SERVICES|VHERNANDEZ|07022024111002|COMPLETED|CHAT|BUSINESS OWNER|581|441|WORK IN PROGRESS|1|SELF-HELP OPTION|GOOD
541|HOME SERVICES|STHOMPSON|05202024111002|TRANSFERRED|CALL|TECH-SAVVY USER|277|180|WORK IN PROGRESS|1|SELF-HELP OPTION|BEST
542|TECHNICAL SUPPORT|ZANDERSON|08182022111002|COMPLETED|CHAT|HEAVY DATA USER|221|298|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|WORST
543|ACCOUNT MANAGEMENT|ATHOMAS|06262024111002|COMPLETED|CHAT|DEVICE ENTHUSIAST|27|437|PENDING RESOLUTION|1||WORST
84|BUSINESS SERVICES|ATHOMAS|04242023111002|TRANSFERRED|CALL|BUDGET-CONSCIOUS CUSTOMER|52|165|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|NEUTRAL
544|PROMOTIONS & DISCOUNTS|VHERNANDEZ|11112023111002|DROPPED|CALL|FREQUENT TRAVELER|330|325|RESOLVED|1|SUPPORT TEAM INTERVENTION|WORST
545|SUPPORT OUTAGES|VHERNANDEZ||TRANSFERRED|CALL|FAMILY PLAN MANAGER|310|566|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|BEST
546|MOBILE & WIRELESS SERVICES|VHERNANDEZ|08212024111002|COMPLETED|CHAT|DEVICE ENTHUSIAST|238|121|WORK IN PROGRESS|0|SELF-HELP OPTION|NEUTRAL
547|PROMOTIONS & DISCOUNTS||08152023111002|COMPLETED|CHAT|TECH-SAVVY USER|476|17|RESOLVED|1|SELF-HELP OPTION|BEST
548|BUSINESS SERVICES|STHOMPSON|08082022111002|COMPLETED|CALL|FREQUENT TRAVELER|574|314|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|NEUTRAL
331|PROMOTIONS & DISCOUNTS|WLOPEZ|03272023111002|DROPPED|CHAT|BUSINESS OWNER|587|478|PENDING CUSTOMER UPDATE|0|SUPPORT TEAM INTERVENTION|BAD
549|SUPPORT OUTAGES|YWILSON|11022022111002|TRANSFERRED|CALL|NEW CUSTOMER|565|465|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|NEUTRAL
550|LOYALTY & RETENTIONS|ATHOMAS|02202022111002|DROPPED|CALL|BUSINESS OWNER|259|519|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|BEST
551|LOYALTY & RETENTIONS|TGARCIA|09222022111002|COMPLETED|CALL|FAMILY PLAN MANAGER|48|482|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|
202|ACCOUNT MANAGEMENT|UMARTINEZ|07292022111002|DROPPED|CHAT|LONG-TERM CUSTOMER|213|145|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|WORST
552|ACCOUNT MANAGEMENT|XGONZALEZ|01282024111002|DROPPED|CHAT|BUSINESS OWNER|325|298|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|BAD
553|TECHNICAL SUPPORT|ATHOMAS|07162024111002|DROPPED|CALL|HEAVY DATA USER|80|199|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|BEST
554|LOYALTY & RETENTIONS|YWILSON|03242024111002|COMPLETED|CALL|HEAVY DATA USER|210|335|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|NEUTRAL
222|TECHNICAL SUPPORT|UMARTINEZ|01092023111002|DROPPED|CALL|FREQUENT TRAVELER|114|348|RESOLVED|1|SELF-HELP OPTION|NEUTRAL
555|BUSINESS SERVICES|VHERNANDEZ|01162024111002|COMPLETED|CHAT|NEW CUSTOMER|157|61|TRANSFERRED TO ANOTHER QUEUE|1|SUPPORT TEAM INTERVENTION|NEUTRAL
540|NEW CUSTOMER ONBOARDING|ATHOMAS|09102022111002|COMPLETED|CHAT|TECH-SAVVY USER|509|291|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|NEUTRAL
556|LOYALTY & RETENTIONS|ZANDERSON||COMPLETED|CALL|NEW CUSTOMER|134|144|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|WORST
509|MOBILE & WIRELESS SERVICES|STHOMPSON|03262023111002|TRANSFERRED|CALL|LONG-TERM CUSTOMER|439|211|TRANSFERRED TO ANOTHER QUEUE|0|SELF-HELP OPTION|BAD
557|BUSINESS SERVICES|WLOPEZ|07212024111002|COMPLETED|CALL|NEW CUSTOMER|217|522|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|NEUTRAL
558|LOYALTY & RETENTIONS|EJONES|11062022111002|COMPLETED|CALL|BUSINESS OWNER|40|316|PENDING CUSTOMER UPDATE|0|SUPPORT TEAM INTERVENTION|GOOD
370|BUSINESS SERVICES|EJONES|05052022111002|COMPLETED|CALL|BUDGET-CONSCIOUS CUSTOMER|512|250|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|NEUTRAL
559|MOBILE & WIRELESS SERVICES|YWILSON|05242024111002|DROPPED|CHAT|DEVICE ENTHUSIAST|495|21|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|NEUTRAL
560|NEW CUSTOMER ONBOARDING|STHOMPSON|01032024111002|COMPLETED|CALL|NEW CUSTOMER|334|535|RESOLVED|1|SELF-HELP OPTION|BEST
222|BUSINESS SERVICES|VHERNANDEZ|03032023111002|COMPLETED|CALL|FAMILY PLAN MANAGER|338|411|WORK IN PROGRESS|0|SELF-HELP OPTION|GOOD
561|MOBILE & WIRELESS SERVICES|YWILSON|04042023111002|COMPLETED|CALL|BUDGET-CONSCIOUS CUSTOMER|155|20|RESOLVED|0|SELF-HELP OPTION|BEST
562|HOME SERVICES|UMARTINEZ|02092022111002|TRANSFERRED|CALL|FAMILY PLAN MANAGER|194|133|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|BAD
563|NEW CUSTOMER ONBOARDING|TGARCIA|07132022111002|TRANSFERRED|CHAT|LONG-TERM CUSTOMER|335|155|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|BAD
564|TECHNICAL SUPPORT|UMARTINEZ|03232022111002|TRANSFERRED|CHAT|SENIOR CITIZEN|149|219|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|WORST
565|SUPPORT OUTAGES|STHOMPSON|09292023111002|COMPLETED|CHAT|DEVICE ENTHUSIAST|577|382|WORK IN PROGRESS|0|SELF-HELP OPTION|WORST
514|BUSINESS SERVICES|UMARTINEZ|05192022111002|DROPPED|CALL|BUDGET-CONSCIOUS CUSTOMER|260|407|RESOLVED|1|SUPPORT TEAM INTERVENTION|NEUTRAL
566|NEW CUSTOMER ONBOARDING|WLOPEZ|10242022111002|TRANSFERRED|CHAT|TECH-SAVVY USER|262|458|PENDING RESOLUTION|1|SELF-HELP OPTION|BEST
567|HOME SERVICES|STHOMPSON|05062024111002|DROPPED|CALL|LONG-TERM CUSTOMER|350|576|TRANSFERRED TO ANOTHER QUEUE|0|SELF-HELP OPTION|WORST
568|NEW CUSTOMER ONBOARDING|ZANDERSON|07272022111002|DROPPED|CHAT|BUSINESS OWNER|138|115|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|WORST
150|SUPPORT OUTAGES|ZANDERSON|01102024111002|COMPLETED|CALL|HEAVY DATA USER|122|168|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|BAD
569|PROMOTIONS & DISCOUNTS|ZANDERSON|07022024111002|TRANSFERRED|CALL|SENIOR CITIZEN|101|523|PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|BAD
570|TECHNICAL SUPPORT|XGONZALEZ|05162022111002|COMPLETED|CALL|BUSINESS OWNER||545|RESOLVED|0|SELF-HELP OPTION|GOOD
571|TECHNICAL SUPPORT|YWILSON|07152022111002|DROPPED|CALL|LONG-TERM CUSTOMER|454|296|RESOLVED|0|SUPPORT TEAM INTERVENTION|NEUTRAL
572|TECHNICAL SUPPORT|UMARTINEZ|02102024111002|TRANSFERRED|CALL|DEVICE ENTHUSIAST|28|478|TRANSFERRED TO ANOTHER QUEUE|0|SELF-HELP OPTION|GOOD
573|TECHNICAL SUPPORT|TGARCIA|03202022111002|DROPPED|CALL|DEVICE ENTHUSIAST|381|228|RESOLVED|1|SUPPORT TEAM INTERVENTION|BEST
574|LOYALTY & RETENTIONS|STHOMPSON|11292022111002|COMPLETED|CHAT|SENIOR CITIZEN|600|537|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|GOOD
575|BUSINESS SERVICES|YWILSON|07022024111002|COMPLETED|CHAT|BUDGET-CONSCIOUS CUSTOMER|517|124|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|GOOD
380|SECURITY & PRIVACY|XGONZALEZ|02242024111002|TRANSFERRED|CALL|DEVICE ENTHUSIAST|569|455|PENDING RESOLUTION|0|SELF-HELP OPTION|BEST
576|PROMOTIONS & DISCOUNTS|XGONZALEZ|03212022111002|DROPPED|CALL|FREQUENT TRAVELER|76|257|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|GOOD
577|BUSINESS SERVICES||05082022111002|TRANSFERRED|CALL|BUSINESS OWNER|39|310|WORK IN PROGRESS|1|SELF-HELP OPTION|NEUTRAL
578|HOME SERVICES|VHERNANDEZ|08192023111002|TRANSFERRED|CHAT|DEVICE ENTHUSIAST|181|198|RESOLVED|0|SUPPORT TEAM INTERVENTION|GOOD
579|SECURITY & PRIVACY|ZANDERSON|10112023111002|COMPLETED|CHAT|FREQUENT TRAVELER|446|593|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|BEST
580|PROMOTIONS & DISCOUNTS|YWILSON|02242023111002|COMPLETED|CALL|DEVICE ENTHUSIAST|354|355|WORK IN PROGRESS|1|SELF-HELP OPTION|WORST
581|SUPPORT OUTAGES|ATHOMAS|08152023111002|TRANSFERRED|CALL|BUDGET-CONSCIOUS CUSTOMER|172|134|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|BAD
582|ACCOUNT MANAGEMENT|ATHOMAS|12032023111002|DROPPED|CALL|BUDGET-CONSCIOUS CUSTOMER|434|539|PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|BAD
583|ACCOUNT MANAGEMENT|STHOMPSON|08282022111002|TRANSFERRED|CALL|BUSINESS OWNER|455|394|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|NEUTRAL
203|ACCOUNT MANAGEMENT|UMARTINEZ|08052023111002|COMPLETED|CHAT|NEW CUSTOMER|312|126|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|WORST
584|ACCOUNT MANAGEMENT|EJONES|05122022111002|DROPPED|CHAT|TECH-SAVVY USER|19|501|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|GOOD
585|SUPPORT OUTAGES|ATHOMAS|07272024111002|TRANSFERRED|CHAT|FREQUENT TRAVELER|352|384|RESOLVED|1|SELF-HELP OPTION|BEST
586|MOBILE & WIRELESS SERVICES|ATHOMAS|06012022111002|COMPLETED|CHAT|BUSINESS OWNER|283|193|WORK IN PROGRESS|1|SELF-HELP OPTION|WORST
155|PROMOTIONS & DISCOUNTS|UMARTINEZ|07152022111002|COMPLETED|CALL|HEAVY DATA USER|508|271|PENDING RESOLUTION|0|SELF-HELP OPTION|BAD
587|ACCOUNT MANAGEMENT|UMARTINEZ|01122023111002|DROPPED|CHAT|SENIOR CITIZEN|85|284|RESOLVED|1|SELF-HELP OPTION|NEUTRAL
588|PROMOTIONS & DISCOUNTS|ATHOMAS|08182024111002|DROPPED|CALL|FAMILY PLAN MANAGER|85|211|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|BAD
589|NEW CUSTOMER ONBOARDING|WLOPEZ|06292022111002|COMPLETED|CHAT|SENIOR CITIZEN|305|560|RESOLVED|0|SUPPORT TEAM INTERVENTION|GOOD
590|BUSINESS SERVICES|EJONES|09282023111002|DROPPED|CALL|TECH-SAVVY USER|196|211|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|WORST
275|SECURITY & PRIVACY|WLOPEZ|01052023111002|DROPPED|CHAT|FREQUENT TRAVELER|15|15|PENDING RESOLUTION|1|SELF-HELP OPTION|WORST
591|ACCOUNT MANAGEMENT|YWILSON|10302023111002|DROPPED|CALL|SENIOR CITIZEN|210|432|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|NEUTRAL
592|TECHNICAL SUPPORT|VHERNANDEZ|07202023111002|TRANSFERRED|CHAT|TECH-SAVVY USER|145|232|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|GOOD
593|LOYALTY & RETENTIONS|ZANDERSON|08012023111002|COMPLETED|CALL|DEVICE ENTHUSIAST|459|556|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|BAD
542|BUSINESS SERVICES|TGARCIA|06212022111002|COMPLETED|CHAT|DEVICE ENTHUSIAST|218|551|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|BEST
594|MOBILE & WIRELESS SERVICES|TGARCIA|06082024111002|TRANSFERRED|CALL|HEAVY DATA USER|482|265|WORK IN PROGRESS|0|SELF-HELP OPTION|WORST
595|TECHNICAL SUPPORT|ATHOMAS|08102023111002|COMPLETED|CALL|BUDGET-CONSCIOUS CUSTOMER|407|27|PENDING CUSTOMER UPDATE|0|SUPPORT TEAM INTERVENTION|GOOD
596|NEW CUSTOMER ONBOARDING|ZANDERSON|08222023111002|COMPLETED|CHAT|TECH-SAVVY USER|72|454|RESOLVED|0|SELF-HELP OPTION|BEST
597|PROMOTIONS & DISCOUNTS|UMARTINEZ|12232022111002|TRANSFERRED|CHAT|HEAVY DATA USER|524|383|PENDING RESOLUTION|1|SELF-HELP OPTION|WORST
598|TECHNICAL SUPPORT|STHOMPSON|08012024111002|DROPPED|CALL|FREQUENT TRAVELER|249|223|WORK IN PROGRESS|0|SELF-HELP OPTION|BEST
599|LOYALTY & RETENTIONS|ZANDERSON|03072022111002|TRANSFERRED|CALL|BUSINESS OWNER|206|462|WORK IN PROGRESS|0|SELF-HELP OPTION|GOOD
600|TECHNICAL SUPPORT|ZANDERSON|08292023111002|DROPPED|CHAT|NEW CUSTOMER|465|486|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|GOOD
601|LOYALTY & RETENTIONS|VHERNANDEZ|03032022111002|COMPLETED|CALL|HEAVY DATA USER|71|79|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|NEUTRAL
602|PROMOTIONS & DISCOUNTS|YWILSON|11272022111002|COMPLETED|CHAT|TECH-SAVVY USER|24|61|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|GOOD
603||TGARCIA|09302022111002|DROPPED|CALL|NEW CUSTOMER|142|138|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|NEUTRAL
604|HOME SERVICES|ATHOMAS|08222024111002|TRANSFERRED|CALL|BUDGET-CONSCIOUS CUSTOMER|504|409|TRANSFERRED TO ANOTHER QUEUE|0|SELF-HELP OPTION|BEST
605|NEW CUSTOMER ONBOARDING|ATHOMAS|03032022111002|COMPLETED|CALL|TECH-SAVVY USER|494|425|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|BEST
409|NEW CUSTOMER ONBOARDING|YWILSON|07302022111002|COMPLETED|CALL|NEW CUSTOMER|125|93|RESOLVED|0|SUPPORT TEAM INTERVENTION|BEST
606|PROMOTIONS & DISCOUNTS|YWILSON|11242022111002|DROPPED|CALL|HEAVY DATA USER|386|402|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|GOOD
360|BUSINESS SERVICES|VHERNANDEZ|09222022111002|DROPPED|CHAT|HEAVY DATA USER|246|350|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|WORST
607|NEW CUSTOMER ONBOARDING|TGARCIA|08012024111002|TRANSFERRED|CHAT|FREQUENT TRAVELER|510|352|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|GOOD
608|SUPPORT OUTAGES|VHERNANDEZ|08162024111002|COMPLETED|CALL|FREQUENT TRAVELER|56|556|RESOLVED|1|SUPPORT TEAM INTERVENTION|BEST
386|ACCOUNT MANAGEMENT|ZANDERSON|07072023111002|COMPLETED|CALL|NEW CUSTOMER|385|421|PENDING RESOLUTION|0|SELF-HELP OPTION|GOOD
609|ACCOUNT MANAGEMENT|TGARCIA|10022023111002|TRANSFERRED|CALL|BUDGET-CONSCIOUS CUSTOMER|84|325|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|WORST
610|NEW CUSTOMER ONBOARDING|VHERNANDEZ|03202023111002|TRANSFERRED|CHAT|BUDGET-CONSCIOUS CUSTOMER|54|286|TRANSFERRED TO ANOTHER QUEUE|0|SELF-HELP OPTION|WORST
611|SECURITY & PRIVACY|UMARTINEZ|05072023111002|COMPLETED|CHAT|TECH-SAVVY USER|169|544|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|NEUTRAL
612|SECURITY & PRIVACY|XGONZALEZ|11292022111002|TRANSFERRED|CALL|SENIOR CITIZEN|266|147|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|NEUTRAL
613|NEW CUSTOMER ONBOARDING|ZANDERSON|03022023111002|COMPLETED|CHAT|DEVICE ENTHUSIAST|60|275|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|WORST
614|SUPPORT OUTAGES|YWILSON|04092022111002|DROPPED|CHAT|BUSINESS OWNER|364|489|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|BAD
615|PROMOTIONS & DISCOUNTS|ATHOMAS|11052023111002|TRANSFERRED|CHAT|FREQUENT TRAVELER|144|444|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|NEUTRAL
616|ACCOUNT MANAGEMENT|UMARTINEZ|06072022111002|TRANSFERRED|CALL|NEW CUSTOMER|102|539|RESOLVED|1|SELF-HELP OPTION|WORST
617|SUPPORT OUTAGES|STHOMPSON|06072023111002|COMPLETED|CALL|TECH-SAVVY USER|159|502|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|NEUTRAL
618|SECURITY & PRIVACY|EJONES|02192023111002|TRANSFERRED|CHAT|NEW CUSTOMER|572|471|PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|WORST
519|LOYALTY & RETENTIONS|WLOPEZ|08162023111002|COMPLETED|CALL|BUDGET-CONSCIOUS CUSTOMER|131|529|RESOLVED|1|SELF-HELP OPTION|WORST
619|BUSINESS SERVICES|YWILSON|11252023111002|COMPLETED|CALL|BUDGET-CONSCIOUS CUSTOMER|571|209|RESOLVED|1|SUPPORT TEAM INTERVENTION|GOOD
620|SUPPORT OUTAGES|UMARTINEZ|05112023111002|TRANSFERRED|CALL|TECH-SAVVY USER|528|575|PENDING RESOLUTION|1|SELF-HELP OPTION|BAD
621|ACCOUNT MANAGEMENT|XGONZALEZ|09132022111002|COMPLETED|CALL|TECH-SAVVY USER|30|167|RESOLVED|1|SELF-HELP OPTION|NEUTRAL
602|MOBILE & WIRELESS SERVICES|WLOPEZ|06232023111002|DROPPED|CALL|DEVICE ENTHUSIAST|167|271|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|GOOD
622|HOME SERVICES|TGARCIA|05112022111002|DROPPED|CHAT|TECH-SAVVY USER|563|233|RESOLVED|1|SUPPORT TEAM INTERVENTION|BEST
623|TECHNICAL SUPPORT|ZANDERSON|03022022111002|DROPPED||FREQUENT TRAVELER|389|150|RESOLVED|1|SUPPORT TEAM INTERVENTION|WORST
624|TECHNICAL SUPPORT|ZANDERSON|04022023111002|TRANSFERRED|CALL|FAMILY PLAN MANAGER|391|163|RESOLVED|1|SELF-HELP OPTION|NEUTRAL
625|SECURITY & PRIVACY|VHERNANDEZ|05112022111002|DROPPED|CALL|SENIOR CITIZEN|342|11|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|GOOD
626|SUPPORT OUTAGES|WLOPEZ|03062024111002|COMPLETED|CHAT|BUSINESS OWNER|60|72|WORK IN PROGRESS|1|SELF-HELP OPTION|BEST
444|HOME SERVICES|ATHOMAS|08012022111002|TRANSFERRED|CHAT|FAMILY PLAN MANAGER|334|234|RESOLVED|1|SUPPORT TEAM INTERVENTION|GOOD
627|SECURITY & PRIVACY|XGONZALEZ|12052023111002||CHAT|BUSINESS OWNER|368|250|RESOLVED|1|SUPPORT TEAM INTERVENTION|GOOD
628|LOYALTY & RETENTIONS|VHERNANDEZ|12282021111002|DROPPED|CHAT|LONG-TERM CUSTOMER|523|523|RESOLVED|1|SUPPORT TEAM INTERVENTION|BAD
629|SUPPORT OUTAGES|VHERNANDEZ|08012024111002|TRANSFERRED|CHAT|NEW CUSTOMER|11|232|RESOLVED|0|SELF-HELP OPTION|NEUTRAL
630|TECHNICAL SUPPORT|STHOMPSON|02242024111002|COMPLETED|CALL|LONG-TERM CUSTOMER|226|366|TRANSFERRED TO ANOTHER QUEUE|0|SELF-HELP OPTION|NEUTRAL
631|HOME SERVICES|TGARCIA|08052024111002|COMPLETED|CALL|NEW CUSTOMER|104|256|TRANSFERRED TO ANOTHER QUEUE|0|SELF-HELP OPTION|WORST
632|ACCOUNT MANAGEMENT|UMARTINEZ|03092024111002|COMPLETED|CHAT|BUSINESS OWNER|494|145|TRANSFERRED TO ANOTHER QUEUE|1|SUPPORT TEAM INTERVENTION|BEST
633|BUSINESS SERVICES|EJONES|02272024111002|TRANSFERRED|CHAT|DEVICE ENTHUSIAST|255|45|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|WORST
42|HOME SERVICES|ATHOMAS|02012022111002|COMPLETED|CHAT|NEW CUSTOMER|33|300|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|BEST
634|BUSINESS SERVICES|WLOPEZ|12282021111002|TRANSFERRED|CALL|BUDGET-CONSCIOUS CUSTOMER|372|143|TRANSFERRED TO ANOTHER QUEUE|1|SUPPORT TEAM INTERVENTION|GOOD
635|MOBILE & WIRELESS SERVICES|YWILSON|05222024111002|TRANSFERRED|CHAT|HEAVY DATA USER|189|73|WORK IN PROGRESS|1|SELF-HELP OPTION|BAD
636|SUPPORT OUTAGES|VHERNANDEZ|07092022111002|DROPPED|CHAT|BUSINESS OWNER|523|414|PENDING CUSTOMER UPDATE|0|SUPPORT TEAM INTERVENTION|BAD
570|BUSINESS SERVICES|XGONZALEZ|03132023111002|COMPLETED|CALL|TECH-SAVVY USER|302|316|TRANSFERRED TO ANOTHER QUEUE|0|SELF-HELP OPTION|GOOD
637|SECURITY & PRIVACY|UMARTINEZ|02262023111002|COMPLETED|CHAT|SENIOR CITIZEN|543|10|PENDING CUSTOMER UPDATE||SUPPORT TEAM INTERVENTION|NEUTRAL
638|SUPPORT OUTAGES|TGARCIA|05072024111002|DROPPED|CALL|BUSINESS OWNER|154|332|PENDING RESOLUTION|0|SELF-HELP OPTION|BAD
639|BUSINESS SERVICES|YWILSON|06062023111002|COMPLETED|CALL|FAMILY PLAN MANAGER|598|130|PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|GOOD
640|NEW CUSTOMER ONBOARDING|EJONES|07122023111002|TRANSFERRED|CHAT|HEAVY DATA USER|451|96|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|WORST
641|SECURITY & PRIVACY|ATHOMAS|11202022111002|TRANSFERRED|CHAT|DEVICE ENTHUSIAST|75|340|PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|NEUTRAL
642|BUSINESS SERVICES|TGARCIA|02102022111002|COMPLETED|CALL|FREQUENT TRAVELER|407|123|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|WORST
643|SECURITY & PRIVACY|UMARTINEZ|01312022111002|TRANSFERRED|CHAT|TECH-SAVVY USER|512|485|PENDING RESOLUTION|0|SELF-HELP OPTION|GOOD
179|PROMOTIONS & DISCOUNTS|WLOPEZ|06292022111002|COMPLETED|CALL|FAMILY PLAN MANAGER|296|175|RESOLVED|1|SUPPORT TEAM INTERVENTION|BAD
644|TECHNICAL SUPPORT|TGARCIA|05202024111002|TRANSFERRED|CHAT|LONG-TERM CUSTOMER|538|538|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|BAD
645|BUSINESS SERVICES|WLOPEZ|09292023111002|COMPLETED|CALL|DEVICE ENTHUSIAST|382|173|RESOLVED|1|SUPPORT TEAM INTERVENTION|GOOD
646|SUPPORT OUTAGES|VHERNANDEZ|04232024111002|DROPPED|CALL|LONG-TERM CUSTOMER|269|342|TRANSFERRED TO ANOTHER QUEUE|1|SUPPORT TEAM INTERVENTION|WORST
647|HOME SERVICES|ATHOMAS|12092023111002|TRANSFERRED|CALL|SENIOR CITIZEN|451|238|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|NEUTRAL
648|NEW CUSTOMER ONBOARDING|ZANDERSON|10112022111002|COMPLETED|CHAT|DEVICE ENTHUSIAST|534|575|RESOLVED|0|SELF-HELP OPTION|NEUTRAL
326|BUSINESS SERVICES|TGARCIA|07302022111002|DROPPED|CHAT|DEVICE ENTHUSIAST|12|423|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|BEST
